Latitude (decimal degrees):	38.346
Longitude (decimal degrees):	-0.489
Elevation (m):	30
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1810,0.0,0.0,0.0,0.0,0.0,17.75,5.66,0.0
20230115:1910,0.0,0.0,0.0,0.0,0.0,16.84,4.9,0.0
20230115:2010,0.0,0.0,0.0,0.0,0.0,16.0,4.41,0.0
20230115:2110,0.0,0.0,0.0,0.0,0.0,14.99,4.0,0.0
20230115:2210,0.0,0.0,0.0,0.0,0.0,14.34,4.07,0.0
20230115:2310,0.0,0.0,0.0,0.0,0.0,13.51,4.0,0.0
20230116:0010,0.0,0.0,0.0,0.0,0.0,12.79,4.14,0.0
20230116:0110,0.0,0.0,0.0,0.0,0.0,12.33,3.79,0.0
20230116:0210,0.0,0.0,0.0,0.0,0.0,12.09,4.14,0.0
20230116:0310,0.0,0.0,0.0,0.0,0.0,11.83,4.0,0.0
20230116:0410,0.0,0.0,0.0,0.0,0.0,11.76,4.48,0.0
20230116:0510,0.0,0.0,0.0,0.0,0.0,11.69,5.17,0.0
20230116:0610,0.0,0.0,0.0,0.0,0.0,11.54,6.07,0.0
20230116:0710,0.0,0.0,0.0,0.0,0.0,11.4,7.03,0.0
20230116:0810,5.66,0.0,16.36,0.33,8.09,11.61,7.93,0.0
20230116:0910,57.17,0.0,81.81,1.63,17.04,12.23,8.41,0.0
20230116:1010,145.01,21.01,161.04,3.33,24.23,13.94,7.45,0.0
20230116:1110,38.21,0.0,60.0,1.19,28.98,14.91,8.48,0.0
20230116:1210,87.23,0.0,118.17,2.35,30.71,16.18,8.76,0.0
20230116:1310,509.77,358.38,242.81,7.22,29.13,16.99,8.97,0.0
20230116:1410,594.29,561.52,140.74,7.07,24.5,17.4,9.17,0.0
20230116:1510,376.45,311.31,136.55,4.41,17.4,17.36,9.03,0.0
20230116:1610,193.65,173.18,71.78,1.88,8.52,16.66,8.55,0.0
20230116:1710,0.0,0.0,0.0,0.0,0.0,15.46,8.07,0.0
20230116:1810,0.0,0.0,0.0,0.0,0.0,14.79,7.52,0.0
20230116:1910,0.0,0.0,0.0,0.0,0.0,14.57,7.66,0.0
20230116:2010,0.0,0.0,0.0,0.0,0.0,14.46,7.86,0.0
20230116:2110,0.0,0.0,0.0,0.0,0.0,14.23,7.66,0.0
20230116:2210,0.0,0.0,0.0,0.0,0.0,14.71,7.38,0.0
20230116:2310,0.0,0.0,0.0,0.0,0.0,14.65,7.66,0.0
20230117:0010,0.0,0.0,0.0,0.0,0.0,14.43,7.59,0.0
20230117:0110,0.0,0.0,0.0,0.0,0.0,14.1,7.66,0.0
20230117:0210,0.0,0.0,0.0,0.0,0.0,14.16,8.0,0.0
20230117:0310,0.0,0.0,0.0,0.0,0.0,14.63,8.07,0.0
20230117:0410,0.0,0.0,0.0,0.0,0.0,14.76,8.07,0.0
20230117:0510,0.0,0.0,0.0,0.0,0.0,14.86,7.86,0.0
20230117:0610,0.0,0.0,0.0,0.0,0.0,14.96,8.07,0.0
20230117:0710,0.0,0.0,0.0,0.0,0.0,15.11,8.28,0.0
20230117:0810,32.75,9.28,44.36,0.9,8.18,15.25,8.76,0.0
20230117:0910,267.38,172.12,149.28,3.74,17.16,16.22,8.76,0.0
20230117:1010,368.1,226.21,211.08,5.5,24.37,17.65,9.17,0.0
20230117:1110,192.92,34.29,205.4,4.3,29.15,18.5,9.79,0.0
20230117:1210,285.11,97.76,247.54,5.53,30.9,19.32,9.86,0.0
20230117:1310,681.8,661.27,155.46,8.59,29.34,19.83,9.79,0.0
20230117:1410,619.13,618.99,117.89,7.32,24.71,19.54,10.34,0.0
20230117:1510,445.22,421.65,108.57,4.86,17.61,18.65,9.72,0.0
20230117:1610,251.08,253.62,60.65,2.15,8.71,17.92,8.41,0.0
20230117:1710,0.0,0.0,0.0,0.0,0.0,16.85,7.66,0.0
20230117:1810,0.0,0.0,0.0,0.0,0.0,15.97,7.1,0.0
20230117:1910,0.0,0.0,0.0,0.0,0.0,15.48,6.76,0.0
20230117:2010,0.0,0.0,0.0,0.0,0.0,15.08,6.07,0.0
20230117:2110,0.0,0.0,0.0,0.0,0.0,14.41,5.93,0.0
20230117:2210,0.0,0.0,0.0,0.0,0.0,14.26,5.24,0.0
20230117:2310,0.0,0.0,0.0,0.0,0.0,13.71,6.0,0.0
20230118:0010,0.0,0.0,0.0,0.0,0.0,13.29,6.28,0.0
20230118:0110,0.0,0.0,0.0,0.0,0.0,12.6,6.28,0.0
20230118:0210,0.0,0.0,0.0,0.0,0.0,11.94,6.48,0.0
20230118:0310,0.0,0.0,0.0,0.0,0.0,11.19,7.03,0.0
20230118:0410,0.0,0.0,0.0,0.0,0.0,10.72,7.66,0.0
20230118:0510,0.0,0.0,0.0,0.0,0.0,10.2,8.28,0.0
20230118:0610,0.0,0.0,0.0,0.0,0.0,9.8,8.9,0.0
20230118:0710,0.0,0.0,0.0,0.0,0.0,9.56,9.38,0.0
20230118:0810,266.64,259.93,61.39,2.13,8.27,9.57,9.31,0.0
20230118:0910,491.67,463.85,99.29,5.05,17.27,10.06,9.31,0.0
20230118:1010,670.78,660.18,108.62,7.58,24.52,11.12,10.14,0.0
20230118:1110,717.81,661.31,166.85,8.75,29.33,12.01,10.28,0.0
20230118:1210,796.44,808.87,121.92,9.73,31.1,12.92,9.24,0.0
20230118:1310,748.24,744.31,131.42,9.1,29.55,13.48,8.76,0.0
20230118:1410,680.01,694.55,98.88,7.81,24.92,13.75,8.76,0.0
20230118:1510,517.51,519.56,84.23,5.37,17.82,13.84,8.69,0.0
20230118:1610,281.89,284.26,59.49,2.33,8.91,13.61,8.62,0.0
20230118:1710,0.0,0.0,0.0,0.0,0.0,13.07,7.93,0.0
20230118:1810,0.0,0.0,0.0,0.0,0.0,12.58,7.93,0.0
20230118:1910,0.0,0.0,0.0,0.0,0.0,12.1,8.28,0.0
20230118:2010,0.0,0.0,0.0,0.0,0.0,11.58,8.14,0.0
20230118:2110,0.0,0.0,0.0,0.0,0.0,11.05,8.0,0.0
20230118:2210,0.0,0.0,0.0,0.0,0.0,10.79,6.9,0.0
20230118:2310,0.0,0.0,0.0,0.0,0.0,10.61,7.38,0.0
20230119:0010,0.0,0.0,0.0,0.0,0.0,10.37,7.38,0.0
20230119:0110,0.0,0.0,0.0,0.0,0.0,9.97,7.24,0.0
20230119:0210,0.0,0.0,0.0,0.0,0.0,9.66,7.45,0.0
20230119:0310,0.0,0.0,0.0,0.0,0.0,9.41,7.86,0.0
20230119:0410,0.0,0.0,0.0,0.0,0.0,9.24,7.86,0.0
20230119:0510,0.0,0.0,0.0,0.0,0.0,8.96,8.07,0.0
20230119:0610,0.0,0.0,0.0,0.0,0.0,8.79,8.34,0.0
20230119:0710,0.0,0.0,0.0,0.0,0.0,8.63,8.41,0.0
20230119:0810,272.38,265.77,61.57,2.19,8.37,8.82,8.14,0.0
20230119:0910,502.22,484.12,92.46,5.15,17.4,9.68,7.79,0.0
20230119:1010,675.95,688.85,97.36,7.74,24.67,11.5,6.97,0.0
20230119:1110,751.71,756.77,124.61,9.15,29.51,12.67,7.59,0.0
20230119:1210,784.57,796.54,128.29,9.73,31.31,13.52,7.93,0.0
20230119:1310,744.79,746.15,132.5,9.17,29.77,14.19,7.79,0.0
20230119:1410,660.9,669.98,107.86,7.74,25.14,14.66,7.52,0.0
20230119:1510,496.64,488.02,95.89,5.3,18.03,14.86,7.66,0.0
20230119:1610,282.7,287.85,58.99,2.39,9.11,14.77,7.66,0.0
20230119:1710,0.0,0.0,0.0,0.0,0.0,13.99,7.24,0.0
20230119:1810,0.0,0.0,0.0,0.0,0.0,13.37,7.72,0.0
20230119:1910,0.0,0.0,0.0,0.0,0.0,12.59,7.93,0.0
20230119:2010,0.0,0.0,0.0,0.0,0.0,12.03,7.59,0.0
20230119:2110,0.0,0.0,0.0,0.0,0.0,11.65,7.59,0.0
20230119:2210,0.0,0.0,0.0,0.0,0.0,11.81,5.93,0.0
20230119:2310,0.0,0.0,0.0,0.0,0.0,12.2,6.14,0.0
20230120:0010,0.0,0.0,0.0,0.0,0.0,12.51,6.69,0.0
20230120:0110,0.0,0.0,0.0,0.0,0.0,12.74,6.69,0.0
20230120:0210,0.0,0.0,0.0,0.0,0.0,13.0,6.34,0.0
20230120:0310,0.0,0.0,0.0,0.0,0.0,13.33,6.34,0.0
20230120:0410,0.0,0.0,0.0,0.0,0.0,13.29,6.28,0.0
20230120:0510,0.0,0.0,0.0,0.0,0.0,13.3,6.07,0.0
20230120:0610,0.0,0.0,0.0,0.0,0.0,13.27,5.66,0.0
20230120:0710,0.0,0.0,0.0,0.0,0.0,13.05,5.03,0.0
20230120:0810,197.23,175.9,72.2,1.92,8.47,13.75,4.69,0.0
20230120:0910,349.42,272.02,145.89,4.34,17.53,14.96,4.14,0.0
20230120:1010,565.61,524.25,156.08,7.05,24.83,16.43,4.28,0.0
20230120:1110,712.99,758.66,116.78,9.11,29.7,17.3,4.0,0.0
20230120:1210,718.55,747.37,142.53,9.48,31.52,17.83,3.59,0.0
20230120:1310,567.33,472.54,226.05,7.99,29.99,18.02,2.62,0.0
20230120:1410,599.4,632.59,117.12,7.56,25.36,18.14,1.66,0.0
20230120:1510,200.74,99.69,150.44,3.45,18.24,17.57,3.03,0.0
20230120:1610,162.21,130.07,78.13,1.9,9.32,16.47,5.24,0.0
20230120:1710,0.0,0.0,0.0,0.0,0.0,14.87,5.38,0.0
20230120:1810,0.0,0.0,0.0,0.0,0.0,13.5,4.62,0.0
20230120:1910,0.0,0.0,0.0,0.0,0.0,12.97,3.66,0.0
20230120:2010,0.0,0.0,0.0,0.0,0.0,12.44,2.41,0.0
20230120:2110,0.0,0.0,0.0,0.0,0.0,11.88,1.52,0.0
20230120:2210,0.0,0.0,0.0,0.0,0.0,12.04,1.17,0.0
20230120:2310,0.0,0.0,0.0,0.0,0.0,11.48,1.59,0.0
20230121:0010,0.0,0.0,0.0,0.0,0.0,11.3,2.14,0.0
20230121:0110,0.0,0.0,0.0,0.0,0.0,10.95,2.07,0.0
20230121:0210,0.0,0.0,0.0,0.0,0.0,10.88,2.34,0.0
20230121:0310,0.0,0.0,0.0,0.0,0.0,10.69,2.48,0.0
20230121:0410,0.0,0.0,0.0,0.0,0.0,10.54,2.48,0.0
20230121:0510,0.0,0.0,0.0,0.0,0.0,10.38,2.55,0.0
20230121:0610,0.0,0.0,0.0,0.0,0.0,10.38,2.28,0.0
20230121:0710,0.0,0.0,0.0,0.0,0.0,10.29,2.21,0.0
20230121:0810,248.81,244.18,63.36,2.15,8.58,10.71,2.14,0.0
20230121:0910,470.34,466.91,96.54,5.14,17.66,12.09,1.93,0.0
20230121:1010,621.81,649.97,109.75,7.61,25.0,13.46,1.79,0.0
20230121:1110,730.85,788.8,107.34,9.33,29.9,13.96,2.83,0.0
20230121:1210,774.01,833.04,108.24,9.93,31.74,14.12,4.07,0.0
20230121:1310,729.43,751.3,125.81,9.22,30.22,14.05,4.62,0.0
20230121:1410,657.43,678.79,104.21,7.87,25.59,14.05,4.9,0.0
20230121:1510,494.39,490.14,94.72,5.39,18.46,13.71,4.76,0.0
20230121:1610,278.85,280.6,61.95,2.46,9.52,13.44,4.21,0.0
20230121:1710,0.0,0.0,0.0,0.0,0.0,12.79,3.17,0.0
20230121:1810,0.0,0.0,0.0,0.0,0.0,11.87,2.0,0.0
20230121:1910,0.0,0.0,0.0,0.0,0.0,11.16,0.62,0.0
20230121:2010,0.0,0.0,0.0,0.0,0.0,10.5,1.17,0.0
20230121:2110,0.0,0.0,0.0,0.0,0.0,10.04,1.79,0.0
20230121:2210,0.0,0.0,0.0,0.0,0.0,9.44,2.14,0.0
20230121:2310,0.0,0.0,0.0,0.0,0.0,9.22,3.31,0.0
20230122:0010,0.0,0.0,0.0,0.0,0.0,9.25,4.62,0.0
20230122:0110,0.0,0.0,0.0,0.0,0.0,8.91,5.24,0.0
20230122:0210,0.0,0.0,0.0,0.0,0.0,8.36,5.24,0.0
20230122:0310,0.0,0.0,0.0,0.0,0.0,7.75,5.1,0.0
20230122:0410,0.0,0.0,0.0,0.0,0.0,7.49,4.9,0.0
20230122:0510,0.0,0.0,0.0,0.0,0.0,7.0,4.41,0.0
20230122:0610,0.0,0.0,0.0,0.0,0.0,6.75,4.07,0.0
20230122:0710,0.0,0.0,0.0,0.0,0.0,6.61,3.86,0.0
20230122:0810,279.11,272.77,62.56,2.31,8.7,6.58,3.52,0.0
20230122:0910,516.55,509.24,91.31,5.44,17.81,7.78,3.38,0.0
20230122:1010,671.05,700.13,102.95,8.03,25.17,9.23,2.21,0.0
20230122:1110,761.69,846.78,97.24,9.82,30.1,10.0,1.31,0.0
20230122:1210,764.31,869.15,109.38,10.34,31.96,10.58,0.28,0.0
20230122:1310,742.71,831.99,106.86,9.82,30.46,11.16,0.62,0.0
20230122:1410,671.63,733.56,95.67,8.32,25.82,11.64,1.1,0.0
20230122:1510,527.52,549.27,85.31,5.81,18.69,11.65,1.72,0.0
20230122:1610,300.67,303.02,63.38,2.64,9.74,11.23,2.9,0.0
20230122:1710,0.0,0.0,0.0,0.0,0.0,10.33,3.79,0.0
20230122:1810,0.0,0.0,0.0,0.0,0.0,9.33,4.0,0.0
20230122:1910,0.0,0.0,0.0,0.0,0.0,8.81,4.21,0.0
20230122:2010,0.0,0.0,0.0,0.0,0.0,8.27,4.21,0.0
20230122:2110,0.0,0.0,0.0,0.0,0.0,8.09,3.93,0.0
20230122:2210,0.0,0.0,0.0,0.0,0.0,8.06,4.07,0.0
20230122:2310,0.0,0.0,0.0,0.0,0.0,7.87,3.38,0.0
20230123:0010,0.0,0.0,0.0,0.0,0.0,7.88,2.69,0.0
20230123:0110,0.0,0.0,0.0,0.0,0.0,7.75,3.17,0.0
20230123:0210,0.0,0.0,0.0,0.0,0.0,7.58,4.21,0.0
20230123:0310,0.0,0.0,0.0,0.0,0.0,7.24,4.83,0.0
20230123:0410,0.0,0.0,0.0,0.0,0.0,7.05,5.03,0.0
20230123:0510,0.0,0.0,0.0,0.0,0.0,6.62,5.03,0.0
20230123:0610,0.0,0.0,0.0,0.0,0.0,6.39,4.97,0.0
20230123:0710,0.0,0.0,0.0,0.0,0.0,6.22,4.69,0.0
20230123:0810,272.0,263.22,62.7,2.3,8.82,6.63,4.76,0.0
20230123:0910,508.83,493.06,92.83,5.37,17.96,7.84,4.9,0.0
20230123:1010,670.57,681.49,104.55,7.92,25.35,9.5,4.21,0.0
20230123:1110,759.61,791.75,114.13,9.53,30.31,10.17,3.79,0.0
20230123:1210,799.73,859.85,105.51,10.25,32.19,10.63,3.45,0.0
20230123:1310,767.21,822.53,104.45,9.75,30.7,11.05,3.17,0.0
20230123:1410,677.07,705.36,101.49,8.17,26.06,11.39,3.52,0.0
20230123:1510,525.05,526.34,89.64,5.71,18.91,10.98,4.14,0.0
20230123:1610,279.72,268.28,69.2,2.55,9.95,10.39,5.03,0.0
20230123:1710,0.0,0.0,0.0,0.0,0.0,9.5,5.38,0.0
20230123:1810,0.0,0.0,0.0,0.0,0.0,8.97,5.03,0.0
20230123:1910,0.0,0.0,0.0,0.0,0.0,8.74,4.41,0.0
20230123:2010,0.0,0.0,0.0,0.0,0.0,8.36,3.93,0.0
20230123:2110,0.0,0.0,0.0,0.0,0.0,7.72,3.59,0.0
20230123:2210,0.0,0.0,0.0,0.0,0.0,7.35,2.9,0.0
20230123:2310,0.0,0.0,0.0,0.0,0.0,7.11,2.76,0.0
20230124:0010,0.0,0.0,0.0,0.0,0.0,6.88,2.41,0.0
20230124:0110,0.0,0.0,0.0,0.0,0.0,6.84,2.83,0.0
20230124:0210,0.0,0.0,0.0,0.0,0.0,6.87,3.45,0.0
20230124:0310,0.0,0.0,0.0,0.0,0.0,6.44,3.59,0.0
20230124:0410,0.0,0.0,0.0,0.0,0.0,6.27,3.59,0.0
20230124:0510,0.0,0.0,0.0,0.0,0.0,6.12,3.72,0.0
20230124:0610,0.0,0.0,0.0,0.0,0.0,6.2,3.93,0.0
20230124:0710,0.0,0.0,0.0,0.0,0.0,6.17,3.79,0.0
20230124:0810,2.56,0.0,10.91,0.22,8.95,6.46,4.07,0.0
20230124:0910,139.73,38.9,133.15,2.84,18.11,7.56,4.34,0.0
20230124:1010,297.62,130.03,216.11,5.06,25.53,9.13,5.38,0.0
20230124:1110,661.61,562.48,206.22,8.61,30.53,9.68,5.59,0.0
20230124:1210,445.63,234.16,280.04,7.14,32.43,9.79,5.66,0.0
20230124:1310,186.63,20.89,204.49,4.21,30.94,9.92,5.59,0.0
20230124:1410,309.72,138.03,223.02,5.26,26.3,10.13,5.52,0.0
20230124:1510,378.27,280.98,157.75,4.76,19.14,10.09,5.59,0.0
20230124:1610,181.01,137.12,85.8,2.13,10.16,9.95,6.0,0.0
20230124:1710,0.0,0.0,0.0,0.0,0.0,9.64,6.28,0.0
20230124:1810,0.0,0.0,0.0,0.0,0.0,9.37,6.34,0.0
20230124:1910,0.0,0.0,0.0,0.0,0.0,9.16,6.14,0.0
20230124:2010,0.0,0.0,0.0,0.0,0.0,8.92,6.07,0.0
20230124:2110,0.0,0.0,0.0,0.0,0.0,8.87,6.14,0.0
20230124:2210,0.0,0.0,0.0,0.0,0.0,8.64,4.83,0.0
20230124:2310,0.0,0.0,0.0,0.0,0.0,8.31,4.48,0.0
20230125:0010,0.0,0.0,0.0,0.0,0.0,7.96,4.62,0.0
20230125:0110,0.0,0.0,0.0,0.0,0.0,7.69,4.97,0.0
20230125:0210,0.0,0.0,0.0,0.0,0.0,7.44,5.24,0.0
20230125:0310,0.0,0.0,0.0,0.0,0.0,7.41,5.38,0.0
20230125:0410,0.0,0.0,0.0,0.0,0.0,7.32,5.59,0.0
20230125:0510,0.0,0.0,0.0,0.0,0.0,7.09,5.59,0.0
20230125:0610,0.0,0.0,0.0,0.0,0.0,7.32,5.59,0.0
20230125:0710,0.0,0.0,0.0,0.0,0.0,7.42,5.52,0.0
20230125:0810,166.27,127.82,78.18,1.9,9.09,7.96,5.66,0.0
20230125:0910,79.8,4.06,102.46,2.06,18.27,8.97,5.79,0.0
20230125:1010,333.71,165.68,221.81,5.41,25.72,10.19,5.93,0.0
20230125:1110,601.66,462.3,236.09,8.19,30.75,11.13,6.41,0.0
20230125:1210,458.12,248.43,282.24,7.31,32.67,11.74,7.1,0.0
20230125:1310,376.99,173.2,265.68,6.42,31.19,12.4,7.59,0.0
20230125:1410,276.71,108.29,218.84,5.01,26.55,12.96,7.59,0.0
20230125:1510,165.72,55.71,148.38,3.24,19.38,12.95,7.79,0.0
20230125:1610,130.29,82.95,84.33,1.92,10.38,12.92,7.03,0.0
20230125:1710,0.0,0.0,0.0,0.0,0.0,12.63,5.59,0.0
20230125:1810,0.0,0.0,0.0,0.0,0.0,11.85,3.86,0.0
20230125:1910,0.0,0.0,0.0,0.0,0.0,10.96,2.62,0.0
20230125:2010,0.0,0.0,0.0,0.0,0.0,10.32,2.07,0.0
20230125:2110,0.0,0.0,0.0,0.0,0.0,9.46,2.0,0.0
20230125:2210,0.0,0.0,0.0,0.0,0.0,9.28,3.1,0.0
20230125:2310,0.0,0.0,0.0,0.0,0.0,8.9,2.83,0.0
20230126:0010,0.0,0.0,0.0,0.0,0.0,8.55,2.83,0.0
20230126:0110,0.0,0.0,0.0,0.0,0.0,8.17,3.1,0.0
20230126:0210,0.0,0.0,0.0,0.0,0.0,7.79,3.59,0.0
20230126:0310,0.0,0.0,0.0,0.0,0.0,7.67,4.07,0.0
20230126:0410,0.0,0.0,0.0,0.0,0.0,7.5,3.72,0.0
20230126:0510,0.0,0.0,0.0,0.0,0.0,7.32,3.72,0.0
20230126:0610,0.0,0.0,0.0,0.0,0.0,7.29,3.93,0.0
20230126:0710,0.0,0.0,0.0,0.0,0.0,7.3,4.07,0.0
20230126:0810,264.8,254.57,65.07,2.37,9.23,7.65,4.0,0.0
20230126:0910,498.62,485.64,93.83,5.44,18.44,8.61,3.79,0.0
20230126:1010,653.92,671.48,107.1,7.99,25.92,10.45,2.9,0.0
20230126:1110,754.49,814.38,104.81,9.78,30.97,11.54,2.62,0.0
20230126:1210,780.2,860.94,105.72,10.42,32.92,11.87,2.0,0.0
20230126:1310,728.84,813.19,110.07,9.87,31.45,12.17,0.62,0.0
20230126:1410,660.6,708.48,101.54,8.36,26.8,12.03,1.45,0.0
20230126:1510,517.88,524.63,92.28,5.88,19.61,11.8,2.55,0.0
20230126:1610,298.2,295.64,66.13,2.8,10.6,11.35,3.52,0.0
20230126:1710,0.0,0.0,0.0,0.0,0.0,10.77,3.79,0.0
20230126:1810,0.0,0.0,0.0,0.0,0.0,10.33,3.38,0.0
20230126:1910,0.0,0.0,0.0,0.0,0.0,9.6,2.48,0.0
20230126:2010,0.0,0.0,0.0,0.0,0.0,9.22,1.52,0.0
20230126:2110,0.0,0.0,0.0,0.0,0.0,8.59,1.1,0.0
20230126:2210,0.0,0.0,0.0,0.0,0.0,9.29,1.17,0.0
20230126:2310,0.0,0.0,0.0,0.0,0.0,8.68,1.59,0.0
20230127:0010,0.0,0.0,0.0,0.0,0.0,8.13,1.72,0.0
20230127:0110,0.0,0.0,0.0,0.0,0.0,7.92,1.93,0.0
20230127:0210,0.0,0.0,0.0,0.0,0.0,7.34,2.41,0.0
20230127:0310,0.0,0.0,0.0,0.0,0.0,7.13,2.83,0.0
20230127:0410,0.0,0.0,0.0,0.0,0.0,6.87,3.17,0.0
20230127:0510,0.0,0.0,0.0,0.0,0.0,6.83,3.31,0.0
20230127:0610,0.0,0.0,0.0,0.0,0.0,6.74,3.17,0.0
20230127:0710,0.0,0.0,0.0,0.0,0.0,6.47,2.97,0.0
20230127:0810,275.77,269.57,62.65,2.46,9.37,6.85,3.1,0.0
20230127:0910,497.04,485.7,94.84,5.5,18.61,8.47,2.97,0.0
20230127:1010,647.23,672.83,108.18,8.07,26.13,10.62,1.86,0.0
20230127:1110,726.5,815.29,105.88,9.86,31.21,11.78,0.48,0.0
20230127:1210,768.11,861.7,106.78,10.49,33.18,12.26,1.17,0.0
20230127:1310,739.01,793.42,118.95,9.84,31.71,12.58,2.0,0.0
20230127:1410,666.59,702.22,105.19,8.39,27.05,12.69,2.55,0.0
20230127:1510,531.44,549.38,83.77,6.04,19.85,12.64,3.1,0.0
20230127:1610,302.78,300.74,67.47,2.89,10.83,12.39,3.86,0.0
20230127:1710,0.0,0.0,0.0,0.0,0.0,11.52,4.07,0.0
20230127:1810,0.0,0.0,0.0,0.0,0.0,10.57,3.66,0.0
20230127:1910,0.0,0.0,0.0,0.0,0.0,9.9,3.24,0.0
20230127:2010,0.0,0.0,0.0,0.0,0.0,9.83,3.03,0.0
20230127:2110,0.0,0.0,0.0,0.0,0.0,9.64,2.69,0.0
20230127:2210,0.0,0.0,0.0,0.0,0.0,9.83,2.0,0.0
20230127:2310,0.0,0.0,0.0,0.0,0.0,9.72,1.79,0.0
20230128:0010,0.0,0.0,0.0,0.0,0.0,9.65,2.21,0.0
20230128:0110,0.0,0.0,0.0,0.0,0.0,8.96,2.48,0.0
20230128:0210,0.0,0.0,0.0,0.0,0.0,8.17,2.83,0.0
20230128:0310,0.0,0.0,0.0,0.0,0.0,8.16,2.62,0.0
20230128:0410,0.0,0.0,0.0,0.0,0.0,7.86,2.41,0.0
20230128:0510,0.0,0.0,0.0,0.0,0.0,7.36,2.48,0.0
20230128:0610,0.0,0.0,0.0,0.0,0.0,7.28,2.83,0.0
20230128:0710,0.0,0.0,0.0,0.0,0.0,6.95,2.9,0.0
20230128:0810,267.98,257.45,65.78,2.46,9.52,6.98,3.1,0.0
20230128:0910,493.2,481.7,95.51,5.52,18.79,8.39,2.62,0.0
20230128:1010,639.24,657.98,112.76,8.03,26.34,10.11,1.66,0.0
20230128:1110,733.22,809.26,106.64,9.86,31.45,11.13,0.97,0.0
20230128:1210,748.58,833.68,116.86,10.38,33.44,11.76,0.62,0.0
20230128:1310,738.63,809.59,111.85,9.96,31.98,12.34,1.38,0.0
20230128:1410,658.86,687.13,109.78,8.36,27.31,12.64,2.55,0.0
20230128:1510,523.5,531.01,91.37,6.02,20.09,12.59,3.24,0.0
20230128:1610,298.15,293.32,69.19,2.91,11.05,12.22,3.66,0.0
20230128:1710,0.0,0.0,0.0,0.0,0.0,11.53,3.59,0.0
20230128:1810,0.0,0.0,0.0,0.0,0.0,10.43,2.9,0.0
20230128:1910,0.0,0.0,0.0,0.0,0.0,9.75,2.28,0.0
20230128:2010,0.0,0.0,0.0,0.0,0.0,9.35,1.66,0.0
20230128:2110,0.0,0.0,0.0,0.0,0.0,8.91,1.52,0.0
20230128:2210,0.0,0.0,0.0,0.0,0.0,8.58,0.62,0.0
20230128:2310,0.0,0.0,0.0,0.0,0.0,8.22,1.31,0.0
20230129:0010,0.0,0.0,0.0,0.0,0.0,8.03,1.31,0.0
20230129:0110,0.0,0.0,0.0,0.0,0.0,7.51,1.59,0.0
20230129:0210,0.0,0.0,0.0,0.0,0.0,6.98,1.86,0.0
20230129:0310,0.0,0.0,0.0,0.0,0.0,6.51,2.48,0.0
20230129:0410,0.0,0.0,0.0,0.0,0.0,6.32,2.41,0.0
20230129:0510,0.0,0.0,0.0,0.0,0.0,6.4,2.62,0.0
20230129:0610,0.0,0.0,0.0,0.0,0.0,6.45,2.9,0.0
20230129:0710,0.0,0.0,0.0,0.0,0.0,6.31,3.1,0.0
20230129:0810,272.39,263.87,64.13,2.51,9.68,6.98,3.38,0.0
20230129:0910,499.93,485.53,93.68,5.57,18.98,8.12,3.86,0.0
20230129:1010,622.22,595.25,138.47,7.81,26.55,9.77,3.17,0.0
20230129:1110,590.14,454.36,240.92,8.34,31.69,10.53,3.52,0.0
20230129:1210,142.74,1.68,176.58,3.53,33.7,10.69,3.79,0.0
20230129:1310,217.45,35.6,225.38,4.74,32.25,10.74,4.14,0.0
20230129:1410,284.14,109.1,224.91,5.17,27.57,10.61,4.83,0.0
20230129:1510,404.1,307.36,160.42,5.15,20.34,10.34,6.0,0.0
20230129:1610,154.0,99.41,92.51,2.19,11.28,10.17,6.14,0.0
20230129:1710,0.0,0.0,0.0,0.0,0.0,9.86,5.66,0.0
20230129:1810,0.0,0.0,0.0,0.0,0.0,9.79,5.17,0.0
20230129:1910,0.0,0.0,0.0,0.0,0.0,9.75,5.17,0.0
20230129:2010,0.0,0.0,0.0,0.0,0.0,9.61,4.9,0.0
20230129:2110,0.0,0.0,0.0,0.0,0.0,9.31,4.62,0.0
20230129:2210,0.0,0.0,0.0,0.0,0.0,8.79,3.66,0.0
20230129:2310,0.0,0.0,0.0,0.0,0.0,8.47,3.93,0.0
20230130:0010,0.0,0.0,0.0,0.0,0.0,8.08,3.93,0.0
20230130:0110,0.0,0.0,0.0,0.0,0.0,7.81,3.59,0.0
20230130:0210,0.0,0.0,0.0,0.0,0.0,7.49,3.52,0.0
20230130:0310,0.0,0.0,0.0,0.0,0.0,6.86,3.72,0.0
20230130:0410,0.0,0.0,0.0,0.0,0.0,6.63,3.79,0.0
20230130:0510,0.0,0.0,0.0,0.0,0.0,6.37,3.93,0.0
20230130:0610,0.0,0.0,0.0,0.0,0.0,6.08,4.21,0.0
20230130:0710,0.0,0.0,0.0,0.0,0.0,5.9,4.41,0.0
20230130:0810,279.52,269.99,64.09,2.59,9.84,6.4,4.55,0.0
20230130:0910,510.17,497.0,92.38,5.7,19.17,7.96,4.28,0.0
20230130:1010,674.58,704.5,97.78,8.39,26.77,10.55,3.24,0.0
20230130:1110,750.96,810.68,108.69,10.0,31.94,11.78,2.34,0.0
